,LEAID,LEA_NAME,LEA_STATE_NAME,Title,Author,Type of Ban,Date of Challenge/Removal,Origin of Challenge,Series Name,Ban Status
190,2931650,WENTZVILLE R-IV,MISSOURI,Fun Home: A Family Tragicomic,"Bechdel, Alison",Banned Pending Investigation,Oct-21,Formal Challenge,,
191,4400840,Pawtucket,RHODE ISLAND,Fun Home: A Family Tragicomic,"Bechdel, Alison",Banned in Libraries and Classrooms,Dec-21,Administrator,,
192,4659820,Rapid City Area School District 51-4,SOUTH DAKOTA,Fun Home: A Family Tragicomic,"Bechdel, Alison",Banned in Libraries and Classrooms,Apr-22,Administrator,,
193,4810230,BIRDVILLE ISD,TEXAS,Fun Home: A Family Tragicomic,"Bechdel, Alison",Banned Pending Investigation,Oct-21,Formal Challenge,,
194,4814280,CLEAR CREEK ISD,TEXAS,Fun Home: A Family Tragicomic,"Bechdel, Alison",Banned in Libraries and Classrooms,May-22,Administrator,,
195,4205490,Central York SD,PENNSYLVANIA,Counting on Katherine: How Katherine Johnson Saved Apollo 13,"Becker, Helaine",Banned in Classrooms,Aug-21,Administrator,,
196,4832940,NORTH EAST ISD,TEXAS,"Dating, Relationships, And Sexuality: What Teens Should Know","Beckman, Wendy Hart",Banned in Libraries,Dec-21,Administrator,,
197,1200480,DUVAL,FLORIDA,Lucky Broken Girl,"Behar, Ruth",Banned Pending Investigation,Jan-22,Administrator,,
198,4205490,Central York SD,PENNSYLVANIA,Lucky Broken Girl,"Behar, Ruth",Banned in Classrooms,Aug-21,Administrator,,
199,1201740,ST. JOHNS,FLORIDA,Queer: The Ultimate LGBTQ Guide for Teens,"Belge, Kathy",Banned in Libraries,May-22,Formal Challenge,,
200,4700149,Collierville,TENNESSEE,Queer: The Ultimate LGBTQ Guide for Teens,"Belge, Kathy",Banned in Libraries and Classrooms,Feb-22,Administrator,,
201,5501770,Elmbrook School District,WISCONSIN,Queer: The Ultimate LGBTQ Guide for Teens,"Belge, Kathy",Banned in Libraries and Classrooms,Jul-21,Administrator,,
202,5515780,Waukesha School District,WISCONSIN,Queer: The Ultimate LGBTQ Guide for Teens,"Belge, Kathy",Banned in Libraries and Classrooms,Dec-21,Administrator,,
203,4205490,Central York SD,PENNSYLVANIA,Faces at the Bottom of the Well: The Permanence of Racism,"Bell, Derrick",Banned in Classrooms,Aug-21,Administrator,,
204,4832940,NORTH EAST ISD,TEXAS,Alan Cole Is Not a Coward,"Bell, Eric",Banned in Libraries,Dec-21,Administrator,,
205,4821390,GRANBURY ISD,TEXAS,Death Wind,"Bell, William",Banned Pending Investigation,Jan-22,Administrator,,
206,4832940,NORTH EAST ISD,TEXAS,Death Wind,"Bell, William",Banned in Libraries,Dec-21,Administrator,,
207,4832940,NORTH EAST ISD,TEXAS,La tormenta,"Bell, William",Banned in Libraries,Dec-21,Administrator,,
208,4821390,GRANBURY ISD,TEXAS,Great,"Benincasa, Sara",Banned Pending Investigation,Jan-22,Administrator,,
209,4832940,NORTH EAST ISD,TEXAS,Great,"Benincasa, Sara",Banned in Libraries,Dec-21,Administrator,,
210,4205490,Central York SD,PENNSYLVANIA,Not Norman: A Goldfish Story,"Bennett, Kelly",Banned in Classrooms,Aug-21,Administrator,,
211,4832940,NORTH EAST ISD,TEXAS,Things That Make White People Uncomfortable (Adapted for Young Adults),"Bennett, Michael",Banned Pending Investigation,Dec-21,Administrator,,
212,1806600,Middlebury Community Schools,INDIANA,Far from the Tree,"Benway, Robin",Banned in Libraries,Dec-21,Administrator,,
213,4701590,Hamilton County,TENNESSEE,Far from the Tree,"Benway, Robin",Banned Pending Investigation,Oct-21,Administrator,,
214,4832940,NORTH EAST ISD,TEXAS,Kaleidoscope Song,"Benwell, Fox",Banned Pending Investigation,Dec-21,Administrator,,
215,1200480,DUVAL,FLORIDA,The Berenstain Bears and the Big Question (The Berenstain Bears Series),"Berenstain, Jan",Banned Pending Investigation,Jan-22,Administrator,,
216,1200480,DUVAL,FLORIDA,This Place Is Not My Home,"Bermudez, Cyn",Banned Pending Investigation,Jan-22,Administrator,,
217,2006540,Goddard,KANSAS,Trans Mission: My Quest to a Beard,"Bertie, Alex",Banned Pending Investigation,Nov-21,Administrator,,
218,4700149,Collierville,TENNESSEE,Trans Mission: My Quest to a Beard,"Bertie, Alex",Banned Pending Investigation,Feb-22,Administrator,,
219,4820010,FRISCO ISD,TEXAS,Trans Mission: My Quest to a Beard,"Bertie, Alex",Banned in Libraries and Classrooms,Feb-22,Administrator,,
220,4832940,NORTH EAST ISD,TEXAS,Trans Mission: My Quest to a Beard,"Bertie, Alex",Banned Pending Investigation,Dec-21,Administrator,,
221,4700149,Collierville,TENNESSEE,Being Transgender: What You Should Know,"Bevan, Thomas E.",Banned in Libraries and Classrooms,Feb-22,Administrator,,
222,4821390,GRANBURY ISD,TEXAS,The Sin-Eater's Confession,"Bick, Ilsa J.",Banned Pending Investigation,Jan-22,Administrator,,
223,4825740,KLEIN ISD,TEXAS,The Sin-Eater's Confession,"Bick, Ilsa J.",Banned Pending Investigation,Nov-21,Administrator,,
224,4832940,NORTH EAST ISD,TEXAS,The Sin-Eater's Confession,"Bick, Ilsa J.",Banned in Libraries,Dec-21,Administrator,,
225,4205490,Central York SD,PENNSYLVANIA,Marvelous Cornelius: Hurricane Katrina and the Spirit of New Orleans,"Bildner, Phil",Banned in Classrooms,Aug-21,Administrator,,
226,1200480,DUVAL,FLORIDA,Most Valuable Players (Rip and Red Series),"Bildner, Phil",Banned Pending Investigation,Jan-22,Administrator,,
227,4832940,NORTH EAST ISD,TEXAS,Playing the Field,"Bildner, Phil",Banned in Libraries,Dec-21,Administrator,,
228,4700149,Collierville,TENNESSEE,I Kissed Alice,"Birch, Anna",Banned Pending Investigation,Feb-22,Administrator,,
229,1200930,INDIAN RIVER,FLORIDA,"Sorted: Growing Up, Coming Out, and Finding My Place","Bird, Jackson",Banned in Libraries,Nov-21,Administrator,,
230,1200480,DUVAL,FLORIDA,Grandmama's Pride,"Birtha, Becky",Banned Pending Investigation,Jan-22,Administrator,,
231,4821390,GRANBURY ISD,TEXAS,My Invented Life,"Bjorkman, Lauren",Banned Pending Investigation,Jan-22,Administrator,,
232,4832940,NORTH EAST ISD,TEXAS,My Invented Life,"Bjorkman, Lauren",Banned in Libraries,Dec-21,Administrator,,
233,4821390,GRANBURY ISD,TEXAS,The Baby Tree,"Blackall, Sophie",Banned Pending Investigation,Jan-22,Administrator,,
234,4832940,NORTH EAST ISD,TEXAS,The Baby Tree,"Blackall, Sophie",Banned Pending Investigation,Dec-21,Administrator,,
235,5502040,Cadott Community School District,WISCONSIN,The Baby Tree,"Blackall, Sophie",Banned in Libraries and Classrooms,Mar-22,Formal Challenge,,
236,1200930,INDIAN RIVER,FLORIDA,Boy2Girl,"Blacker, Terence",Banned Pending Investigation,Nov-21,Administrator,,
237,4700149,Collierville,TENNESSEE,Girl Made of Stars,"Blake, Ashley Herring",Banned Pending Investigation,Feb-22,Administrator,,
238,4832940,NORTH EAST ISD,TEXAS,Girl Made of Stars,"Blake, Ashley Herring",Banned Pending Investigation,Dec-21,Administrator,,
239,4700149,Collierville,TENNESSEE,How to Make a Wish,"Blake, Ashley Herring",Banned Pending Investigation,Feb-22,Administrator,,
240,1200480,DUVAL,FLORIDA,Ivy Aberdeen's Letter to the World,"Blake, Ashley Herring",Banned Pending Investigation,Jan-22,Administrator,,
241,4832940,NORTH EAST ISD,TEXAS,Ivy Aberdeen's Letter to the World,"Blake, Ashley Herring",Banned Pending Investigation,Dec-21,Administrator,,
242,4832940,NORTH EAST ISD,TEXAS,La carta de Ivy Aberdeen al mundo/Ivy Aberdeen's Letter to the World,"Blake, Ashley Herring",Banned Pending Investigation,Dec-21,Administrator,,
243,4832940,NORTH EAST ISD,TEXAS,The Mighty Heart of Sunny St. James,"Blake, Ashley Herring",Banned Pending Investigation,Dec-21,Administrator,,
244,1200930,INDIAN RIVER,FLORIDA,Bowery Girl,"Blakemore, Kim Taylor",Banned in Libraries and Classrooms,Nov-21,Administrator,,
245,1200930,INDIAN RIVER,FLORIDA,Someone I Used to Know,"Blount, Patty",Banned in Libraries and Classrooms,Nov-21,Administrator,,
246,1200150,BREVARD,FLORIDA,Forever...,"Blume, Judy",Banned Pending Investigation,Mar-22,Administrator,,
247,1200930,INDIAN RIVER,FLORIDA,Forever...,"Blume, Judy",Banned in Libraries,Nov-21,Administrator,,
248,1200960,JACKSON,FLORIDA,Forever...,"Blume, Judy",Banned in Libraries and Classrooms,Apr-22,Administrator,,
249,1201980,WALTON,FLORIDA,Forever...,"Blume, Judy",Banned Pending Investigation,Apr-22,Administrator,,
250,4819840,FREDERICKSBURG ISD,TEXAS,"Then Again, Maybe I Won't","Blume, Judy",Banned Pending Investigation,Mar-22,Administrator,,
251,4832940,NORTH EAST ISD,TEXAS,Jane Against the World: Roe v. Wade and the Fight for Reproductive Rights,"Blumenthal, Karen",Banned Pending Investigation,Dec-21,Administrator,,
252,4205490,Central York SD,PENNSYLVANIA,A Bike Like Sergio's,"Boelts, Maribeth",Banned in Classrooms,Aug-21,Administrator,,
253,4205490,Central York SD,PENNSYLVANIA,Those Shoes,"Boelts, Maribeth",Banned in Classrooms,Aug-21,Administrator,,
254,4205490,Central York SD,PENNSYLVANIA,Changing the Equation: 50+ US Black Women in STEM,"Bolden, Tonya",Banned in Classrooms,Aug-21,Administrator,,
255,4700149,Collierville,TENNESSEE,A Quick & Easy Guide to They/Them Pronouns,"Bongiovanni, Archie",Banned in Libraries and Classrooms,Feb-22,Administrator,,
256,4700149,Collierville,TENNESSEE,Sasha Masha,"Borinsky, Agnes",Banned Pending Investigation,Feb-22,Administrator,,
257,4700149,Collierville,TENNESSEE,Channel Kindness: Stories of Kindness and Community,Born This Way Foundation Reporters,Banned Pending Investigation,Feb-22,Administrator,,
258,4700149,Collierville,TENNESSEE,"Be Gay, Do Comics: Queer History, Memoir, and Satire from The Nib","Bors, Matt",Banned in Libraries and Classrooms,Feb-22,Administrator,,
259,4700149,Collierville,TENNESSEE,Bruised,"Boteju, Tanya",Banned Pending Investigation,Feb-22,Administrator,,
260,4700149,Collierville,TENNESSEE,"Kings, Queens, and In-Betweens","Boteju, Tanya",Banned Pending Investigation,Feb-22,Administrator,,
261,4700149,Collierville,TENNESSEE,"Allies: Real Talk About Showing Up, Screwing Up, And Trying Again","Bourne, Shakirah",Banned Pending Investigation,Feb-22,Administrator,,
262,4700149,Collierville,TENNESSEE,The Witch Owl Parliament (Clockwork Curandera Series),"Bowles, David",Banned Pending Investigation,Feb-22,Administrator,,
263,4700149,Collierville,TENNESSEE,Summer Bird Blue,"Bowman, Akemi Dawn",Banned Pending Investigation,Feb-22,Administrator,,
264,4832940,NORTH EAST ISD,TEXAS,Will,"Boyd, Maria",Banned Pending Investigation,Dec-21,Administrator,,
265,2802790,MADISON CO SCHOOL DIST,MISSISSIPPI,The Benefits of Being an Octopus,"Braden, Ann",Banned in Libraries,Apr-22,Administrator,,
266,4832940,NORTH EAST ISD,TEXAS,"Ziggy, Stardust and Me","Brandon, James",Banned Pending Investigation,Dec-21,Administrator,,
267,4205490,Central York SD,PENNSYLVANIA,"Daddy, There's A Noise Outside","Braswell, Kenneth",Banned in Classrooms,Aug-21,Administrator,,
268,5502040,Cadott Community School District,WISCONSIN,Protest Movements: Then and Now,"Braun, Eric",Banned in Libraries and Classrooms,Mar-22,Formal Challenge,,
269,4700149,Collierville,TENNESSEE,Lair of Dreams (The Diviners Series),"Bray, Libba",Banned Pending Investigation,Feb-22,Administrator,,
270,4832940,NORTH EAST ISD,TEXAS,Into the Real,"Brewer, Z",Banned Pending Investigation,Dec-21,Administrator,,
271,4825170,KATY ISD,TEXAS,This Is Your Time,"Bridges, Ruby",Banned in Libraries,Jan-22,Administrator,,
272,4832940,NORTH EAST ISD,TEXAS,This Is Your Time,"Bridges, Ruby",Banned Pending Investigation,Dec-21,Administrator,,
273,4821390,GRANBURY ISD,TEXAS,Black Rabbit Summer,"Brooks, Kevin",Banned Pending Investigation,Jan-22,Administrator,,
274,4832940,NORTH EAST ISD,TEXAS,Black Rabbit Summer,"Brooks, Kevin",Banned in Libraries,Dec-21,Administrator,,
275,4205490,Central York SD,PENNSYLVANIA,Imani's Moon,"Brown-Wood, JaNay",Banned in Classrooms,Aug-21,Administrator,,
276,4205490,Central York SD,PENNSYLVANIA,Who Is Malala Yousafzai? (Who was...? Series),"Brown, Dinah",Banned in Classrooms,Aug-21,Administrator,,
277,1200930,INDIAN RIVER,FLORIDA,Black Girl Unlimited: The Remarkable Story of a Teenage Wizard,"Brown, Echo",Banned in Libraries,Nov-21,Administrator,,
278,2006540,Goddard,KANSAS,Black Girl Unlimited: The Remarkable Story of a Teenage Wizard,"Brown, Echo",Banned Pending Investigation,Nov-21,Administrator,,
279,2922530,Nixa Public Schools,MISSOURI,Black Girl Unlimited: The Remarkable Story of a Teenage Wizard,"Brown, Echo",Banned in Libraries,Feb-22,Formal Challenge,,
280,4700149,Collierville,TENNESSEE,The Key to You and Me,"Brown, Jaye Robin",Banned Pending Investigation,Feb-22,Administrator,,
281,4832940,NORTH EAST ISD,TEXAS,The Meaning of Birds,"Brown, Jaye Robin",Banned in Libraries,Dec-21,Administrator,,
282,4205490,Central York SD,PENNSYLVANIA,Lola Levine and the Ballet Scheme (Lola Levine Series),"Brown, Monica",Banned in Classrooms,Aug-21,Administrator,,
283,4205490,Central York SD,PENNSYLVANIA,Lola Levine and the Halloween Scream (Lola Levine Series),"Brown, Monica",Banned in Classrooms,Aug-21,Administrator,,
284,4205490,Central York SD,PENNSYLVANIA,Lola Levine and the Vacation Dream (Lola Levine Series),"Brown, Monica",Banned in Classrooms,Aug-21,Administrator,,
285,4205490,Central York SD,PENNSYLVANIA,Lola Levine Is Not Mean! (Lola Levine Series),"Brown, Monica",Banned in Classrooms,Aug-21,Administrator,,
286,4205490,Central York SD,PENNSYLVANIA,Lola Levine Meets Jelly and Bean (Lola Levine Series),"Brown, Monica",Banned in Classrooms,Aug-21,Administrator,,
287,4205490,Central York SD,PENNSYLVANIA,Lola Levine: Drama Queen (Lola Levine Series),"Brown, Monica",Banned in Classrooms,Aug-21,Administrator,,
288,1200480,DUVAL,FLORIDA,Marisol McDonald Doesn't Match (Marisol McDonald Series),"Brown, Monica",Banned Pending Investigation,Jan-22,Administrator,,
289,4205490,Central York SD,PENNSYLVANIA,Marisol McDonald Doesn't Match (Marisol McDonald Series),"Brown, Monica",Banned in Classrooms,Aug-21,Administrator,,
290,4205490,Central York SD,PENNSYLVANIA,My Name Is Celia: The Life Of Celia Cruz / Me Llamo Celia: La Vida de Celia Cruz,"Brown, Monica",Banned in Classrooms,Aug-21,Administrator,,
291,4205490,Central York SD,PENNSYLVANIA,"Pele, King of Soccer/Pele, El rey del futbol: Bilingual Spanish-English","Brown, Monica",Banned in Classrooms,Aug-21,Administrator,,
292,4205490,Central York SD,PENNSYLVANIA,"Tito Puente, Mambo King/Tito Puente, Rey del Mambo","Brown, Monica",Banned in Classrooms,Aug-21,Administrator,,
293,4832940,NORTH EAST ISD,TEXAS,The Truth about Keeping Secrets,"Brown, Savannah",Banned Pending Investigation,Dec-21,Administrator,,
294,4205490,Central York SD,PENNSYLVANIA,Around Our Way on Neighbors' Day,"Brown, Tameka Fryer",Banned in Classrooms,Aug-21,Administrator,,
295,1200480,DUVAL,FLORIDA,Crazy Horse's Vision,"Bruchac, Joseph",Banned Pending Investigation,Jan-22,Administrator,,
296,1200480,DUVAL,FLORIDA,Eagle Song,"Bruchac, Joseph",Banned Pending Investigation,Jan-22,Administrator,,
297,4205490,Central York SD,PENNSYLVANIA,Squanto's Journey: The Story of the First Thanksgiving,"Bruchac, Joseph",Banned in Classrooms,Aug-21,Administrator,,
298,1200480,DUVAL,FLORIDA,The First Strawberries,"Bruchac, Joseph",Banned Pending Investigation,Jan-22,Administrator,,
299,1200480,DUVAL,FLORIDA,Thirteen Moons on Turtle's Back: A Native American Year of Moons,"Bruchac, Joseph",Banned Pending Investigation,Jan-22,Administrator,,
300,1200480,DUVAL,FLORIDA,Two Roads,"Bruchac, Joseph",Banned Pending Investigation,Jan-22,Administrator,,
301,4700149,Collierville,TENNESSEE,Love Is for Losers,"Brueggemann, Wibke",Banned Pending Investigation,Feb-22,Administrator,,
302,4832940,NORTH EAST ISD,TEXAS,Alex As Well,"Brugman, Alyssa",Banned Pending Investigation,Dec-21,Administrator,,
303,4205490,Central York SD,PENNSYLVANIA,A Splash of Red: The Life and Art of Horace Pippin,"Bryant, Jen",Banned in Classrooms,Aug-21,Administrator,,
304,4832940,NORTH EAST ISD,TEXAS,101 Questions About Reproduction: Or How 1 + 1 = 3 or 4 or More,"Brynie, Faith Hickman",Banned in Libraries,Dec-21,Administrator,,
305,4832940,NORTH EAST ISD,TEXAS,"101 Questions About Sex and Sexuality: With Answers for the Curious, Cautious, and Confused","Brynie, Faith Hickman",Banned in Libraries,Dec-21,Administrator,,
306,4205490,Central York SD,PENNSYLVANIA,Who Are Venus and Serena Williams? (What was...? Series),"Buckley Jr., James",Banned in Classrooms,Aug-21,Administrator,,
307,4205490,Central York SD,PENNSYLVANIA,Who Was Jesse Owens? (Who was...? Series),"Buckley Jr., James",Banned in Classrooms,Aug-21,Administrator,,
308,1200480,DUVAL,FLORIDA,Eagle Feather,"Bulla, Clyde Robert",Banned Pending Investigation,Jan-22,Administrator,,
309,4832940,NORTH EAST ISD,TEXAS,Zenobia July,"Bunker, Lisa",Banned Pending Investigation,Dec-21,Administrator,,
310,1200480,DUVAL,FLORIDA,A Day's Work,"Bunting, Eve",Banned Pending Investigation,Jan-22,Administrator,,
311,1200480,DUVAL,FLORIDA,One Green Apple,"Bunting, Eve",Banned Pending Investigation,Jan-22,Administrator,,
312,4205490,Central York SD,PENNSYLVANIA,One Green Apple,"Bunting, Eve",Banned in Classrooms,Aug-21,Administrator,,
313,4205490,Central York SD,PENNSYLVANIA,Smoky Night,"Bunting, Eve",Banned in Classrooms,Aug-21,Administrator,,
314,4832940,NORTH EAST ISD,TEXAS,The Vast Fields of Ordinary,"Burd, Nick",Banned Pending Investigation,Dec-21,Administrator,,
315,5002940,Canaan School District,VERMONT,How to Be Ace: A Memoir of Growing Up Asexual,"Burgess, Rebecca",Banned Pending Investigation,Mar-22,Formal Challenge,,
316,4205490,Central York SD,PENNSYLVANIA,King & Kayla and the Case of Found Fred (King & Kayla Series),"Butler, Dori Hillestad",Banned in Classrooms,Aug-21,Administrator,,
317,4205490,Central York SD,PENNSYLVANIA,King & Kayla and the Case of the Gold Ring (King & Kayla Series),"Butler, Dori Hillestad",Banned in Classrooms,Aug-21,Administrator,,
318,4205490,Central York SD,PENNSYLVANIA,King & Kayla and the Case of the Lost Library Book (King & Kayla Series),"Butler, Dori Hillestad",Banned in Classrooms,Aug-21,Administrator,,
319,4205490,Central York SD,PENNSYLVANIA,King & Kayla and the Case of the Lost Tooth (King & Kayla Series),"Butler, Dori Hillestad",Banned in Classrooms,Aug-21,Administrator,,
320,4205490,Central York SD,PENNSYLVANIA,King & Kayla and the Case of the Missing Dog Treats (King & Kayla Series),"Butler, Dori Hillestad",Banned in Classrooms,Aug-21,Administrator,,
321,4205490,Central York SD,PENNSYLVANIA,King & Kayla and the Case of the Mysterious Mouse (King & Kayla Series),"Butler, Dori Hillestad",Banned in Classrooms,Aug-21,Administrator,,
322,4205490,Central York SD,PENNSYLVANIA,King & Kayla and the Case of the Secret Code (King & Kayla Series),"Butler, Dori Hillestad",Banned in Classrooms,Aug-21,Administrator,,
323,4205490,Central York SD,PENNSYLVANIA,King & Kayla and the Case of the Unhappy Neighbor (King & Kayla Series),"Butler, Dori Hillestad",Banned in Classrooms,Aug-21,Administrator,,
324,4205490,Central York SD,PENNSYLVANIA,I Am Enough,"Byers, Grace",Banned in Classrooms,Aug-21,Administrator,,
325,4205490,Central York SD,PENNSYLVANIA,I'm a Pretty Little Black Girl!,"Bynum, Betty K.",Banned in Classrooms,Aug-21,Administrator,,
326,1200930,INDIAN RIVER,FLORIDA,Ready or Not (All-American Girl Series),"Cabot, Meg",Banned in Libraries,Nov-21,Administrator,,
327,4205490,Central York SD,PENNSYLVANIA,My Hair is a Garden,"Cabrera, Cozbi A.",Banned in Classrooms,Aug-21,Administrator,,
328,4821390,GRANBURY ISD,TEXAS,Felix Ever After,"Callender, Kacen",Banned Pending Investigation,Jan-22,Administrator,,
